category_1,category_2,category_3,title,product_rating,selling_price(KSH.),mrp(KSH.),seller_name,seller_rating,price_ratio,price_difference,ID
Bady and Kids,Baby Girl Clothing,Dresses and Gowns ,"MUSKAN BEAUTY COLLECTION Girls Midi/Knee Length Casual Dress  (Light Blue, Sleeveless)",3.9,202.16,455.24,MUSKANBEAUTYCOLLECTION,4.3,0.44407345575959933,-253.08,8181
Bady and Kids,Baby Girl Clothing,Dresses and Gowns ,"Netra Creation Girls Short/Mid Thigh Party Dress  (Red, Sleeveless)",4.2,256.12,987.24,Netra Creation,4.7,0.25943033102386454,-731.12,8182
Bady and Kids,Baby Girl Clothing,Dresses and Gowns ,"KIDEEZGUILD... Girls Above Knee Casual Dress  (Multicolor, Full Sleeve)",4.2,529.72,2431.2400000000002,BnNApparelGUILD,4.4,0.21788058768365112,-1901.5200000000002,8183
Bady and Kids,Baby Girl Clothing,Innerwear ,"Eazy Trendz Vest For Baby Boys & Baby Girls Cotton  (Light Blue, Pack of 10)",5.0,320.72,1747.24,EAZY TRENDZ,4.2,0.18355806872553285,-1426.52,8184
Bady and Kids,Baby Girl Clothing,Innerwear ,"RJPOINT Vest For Baby Boys & Baby Girls Cotton Blend  (White, Pack of 2)",3.8,151.24,455.24,RJPOINT,3.8,0.332220367278798,-304.0,8185
Bady and Kids,Baby Girl Clothing,Innerwear ,"VastraMilap Baby Boys & Baby Girls, Boys & Girls Bloomer",4.0,155.04,683.24,VastraMilap,4.1,0.22691879866518352,-528.2,8186
Bady and Kids,Baby Girl Clothing,Innerwear ,VastraMilap Baby Boys & Baby Girls Bloomer,3.9,188.48,607.24,VastraMilap,4.1,0.3103879849812265,-418.76,8187
Bady and Kids,Baby Girl Clothing,Innerwear ,Ariel Girls Bloomer,4.2,303.24,455.24,Paras Net,4.6,0.666110183639399,-152.0,8188
Bady and Kids,Baby Girl Clothing,Innerwear ,"Miss & Chief Vest For Baby Boys & Baby Girls Cotton  (Multicolor, Pack of 5)",4.4,353.4,759.24,HomeCandy,4.4,0.4654654654654654,-405.84000000000003,8189
Bady and Kids,Baby Girl Clothing,Innerwear ,VastraMilap Baby Boys & Baby Girls Bloomer,3.9,188.48,607.24,VastraMilap,4.1,0.3103879849812265,-418.76,8190
Bady and Kids,Baby Girl Clothing,Innerwear ,BabyButtons Baby Girls Bloomer,4.4,227.24,376.2,Aashna Retail,4.7,0.604040404040404,-148.95999999999998,8191
Bady and Kids,Baby Girl Clothing,Innerwear ,HAP Baby Girls Bloomer,3.7,310.08,551.0,HAPWEAR,4.0,0.5627586206896551,-240.92000000000002,8192
Bady and Kids,Baby Girl Clothing,Innerwear ,ATTRACTIVE Baby Boys & Baby Girls Bloomer,2.1,75.24,151.24,Null,0,0.4974874371859296,-76.00000000000001,8193
Bady and Kids,Baby Girl Clothing,Innerwear ,VastraMilap Baby Boys & Baby Girls Bloomer,3.9,188.48,607.24,VastraMilap,4.1,0.3103879849812265,-418.76,8194
Bady and Kids,Baby Girl Clothing,Innerwear ,"QUICK DEALS Baby Boys & Baby Girls, Boys & Girls Bloomer",4.0,205.2,607.24,GAYATRI TRADING CO,4.2,0.33792240300375465,-402.04,8195
Bady and Kids,Baby Girl Clothing,Innerwear ,VastraMilap Baby Boys & Baby Girls Drawer,3.8,218.12,683.24,VastraMilap,4.1,0.3192436040044494,-465.12,8196
Bady and Kids,Baby Girl Clothing,Innerwear ,"VastraMilap Baby Boys & Baby Girls, Boys & Girls Bloomer",3.8,159.6,683.24,VastraMilap,4.1,0.2335928809788654,-523.64,8197
Bady and Kids,Baby Girl Clothing,Innerwear ,"FMSE Vest For Baby Boys & Baby Girls Hosiery  (Multicolor, Pack of 6)",4.0,212.04,455.24,FMSE,4.0,0.46577629382303837,-243.20000000000002,8198
Bady and Kids,Baby Girl Clothing,Innerwear ,"Shorty Palla Print Boys & Girls, Baby Boys & Baby Girls Bloomer",3.4,227.24,607.24,Arketa,3.0,0.3742177722152691,-380.0,8199
Bady and Kids,Baby Girl Clothing,Innerwear ,PIKIPOO Baby Boys & Baby Girls Bloomer,3.8,645.24,1215.24,PIKIPOO,4.8,0.5309568480300187,-570.0,8200
Bady and Kids,Baby Girl Clothing,Innerwear ,"Lariyo kids wear Vest For Baby Boys & Baby Girls Polycotton  (Multicolor, Pack of 6)",4.1,129.96,189.24,LariyoKidsWear,4.5,0.6867469879518072,-59.28,8201
Bady and Kids,Baby Girl Clothing,Innerwear ,HAP Baby Girls Bloomer,4.0,397.48,1102.0,HAPWEAR,4.0,0.3606896551724138,-704.52,8202
Bady and Kids,Baby Girl Clothing,Innerwear ,"NEW TRINATH HOSIERY Vest For Baby Boys & Baby Girls Pure Cotton  (Multicolor, Pack of 6)",3.4,272.84,607.24,NewTrinathHosiery,3.4,0.44931163954943676,-334.40000000000003,8203
Bady and Kids,Baby Girl Clothing,Innerwear ,Superbottoms BASIC Baby Boys & Baby Girls Bloomer,4.2,356.44,569.24,Superbottoms,4.9,0.6261682242990654,-212.8,8204
Bady and Kids,Baby Girl Clothing,Innerwear ,"MSV VENTURE Vest For Baby Girls Cotton  (Multicolor, Pack of 5)",3.7,174.04,455.24,MSV VENTURE,4.5,0.3823038397328881,-281.20000000000005,8205
Bady and Kids,Baby Girl Clothing,Innerwear ,HAP Baby Girls Bloomer,3.8,293.36,551.0,HAPWEAR,4.0,0.5324137931034483,-257.64,8206
Bady and Kids,Baby Girl Clothing,Innerwear ,ESTEEM Baby Boys & Baby Girls Drawer,3.4,212.8,304.0,KeyarExports,4.6,0.7000000000000001,-91.19999999999999,8207
Bady and Kids,Baby Girl Clothing,Innerwear ,VastraMilap Baby Boys & Baby Girls Bloomer,3.9,218.12,683.24,VastraMilap,4.1,0.3192436040044494,-465.12,8208
Bady and Kids,Baby Girl Clothing,Innerwear ,"VastraMilap Baby Boys & Baby Girls, Boys & Girls Bloomer",3.3,174.04,683.24,VastraMilap,4.1,0.2547274749721913,-509.20000000000005,8209
Bady and Kids,Baby Girl Clothing,Innerwear ,Superbottoms Baby Boys & Baby Girls Bloomer,5.0,356.44,569.24,Superbottoms,4.9,0.6261682242990654,-212.8,8210
Bady and Kids,Baby Girl Clothing,Innerwear ,ESTEEM Baby Girls Drawer,4.0,244.72,380.0,KeyarExports,4.6,0.644,-135.28,8211
Bady and Kids,Baby Girl Clothing,Innerwear ,DIAZ Baby Boys & Baby Girls Bloomer,3.9,508.44,1291.24,VihaanInc,3.9,0.3937610359034726,-782.8,8212
Bady and Kids,Baby Girl Clothing,Innerwear ,"Fareto Vest For Baby Boys & Baby Girls Cotton  (Multicolor, Pack of 6)",3.9,379.24,759.24,FARETOINTERNATIONAL,4.1,0.4994994994994995,-380.0,8213
Bady and Kids,Baby Girl Clothing,Innerwear ,ATTRACTIVE Baby Boys & Baby Girls Bloomer,2.8,90.44,227.24,Null,0,0.39799331103678925,-136.8,8214
Bady and Kids,Baby Girl Clothing,Innerwear ,"QUICK DEALS Baby Boys & Baby Girls, Boys & Girls Bloomer",4.0,205.96,607.24,GAYATRI TRADING CO,4.2,0.33917396745932415,-401.28,8215
Bady and Kids,Baby Girl Clothing,Innerwear ,"Lariyo kids wear Vest For Baby Boys & Baby Girls Polycotton  (Multicolor, Pack of 6)",4.1,144.4,227.24,LariyoKidsWear,4.5,0.6354515050167224,-82.84,8216
Bady and Kids,Baby Girl Clothing,Innerwear ,"TWINKLE CRAFT Vest For Baby Boys & Baby Girls Pure Cotton  (Multicolor, Pack of 3)",3.8,326.8,759.24,TwinkleTwinkle,4.6,0.43043043043043044,-432.44,8217
Bady and Kids,Baby Girl Clothing,Innerwear ,Bexzzor Baby Girls Bloomer,4.0,149.72,531.24,SUKMA,4.8,0.28183118741058655,-381.52,8218
Bady and Kids,Baby Girl Clothing,Innerwear ,ESTEEM Baby Boys & Baby Girls Bloomer,4.3,183.92000000000002,304.0,KeyarExports,4.6,0.6050000000000001,-120.07999999999998,8219
Bady and Kids,Baby Girl Clothing,Innerwear ,"VastraMilap Baby Boys & Baby Girls, Boys & Girls Bloomer",3.9,181.64000000000001,607.24,VastraMilap,4.1,0.2991239048811014,-425.6,8220
Bady and Kids,Baby Girl Clothing,Innerwear ,"1st Step Vest For Baby Boys & Baby Girls Muslin  (White, Pack of 4)",4.3,303.24,394.44,TRI,4.2,0.7687861271676301,-91.19999999999999,8221
Bady and Kids,Baby Girl Clothing,Innerwear ,"CusCus Vest For Baby Boys & Baby Girls Cotton  (White, Pack of 3)",3.8,91.2,379.24,WN Store,3.9,0.24048096192384769,-288.04,8222
Bady and Kids,Baby Girl Clothing,Innerwear ,ESTEEM Baby Boys & Baby Girls Bloomer,4.0,183.92000000000002,304.0,KeyarExports,4.6,0.6050000000000001,-120.07999999999998,8223
Bady and Kids,Kids Footwear ,Kids Footwear ,BERSACHE Lace Running Shoes For Boys  (Blue),3.9,227.24,379.24,BERSACHE,3.5,0.5991983967935872,-152.0,8224
Bady and Kids,Kids Footwear ,Kids Footwear ,BIRDE Lace Sneakers For Boys  (Black),4.4,341.24,1139.24,Auvio,4.4,0.29953302201467646,-798.0,8225
Bady and Kids,Kids Footwear ,Kids Footwear ,World Wear Footwear Lace Running Shoes For Boys  (Blue),3.8,227.24,379.24,Menonlineshoes,4.1,0.5991983967935872,-152.0,8226
Bady and Kids,Kids Footwear ,Kids Footwear ,BERSACHE Lace Running Shoes For Boys  (Grey),3.9,227.24,379.24,ORICUMFOOTWEAR,4.0,0.5991983967935872,-152.0,8227
Bady and Kids,Kids Footwear ,Kids Footwear ,BERSACHE Lace Running Shoes For Boys  (Blue),4.0,227.24,379.24,BERSACHE,3.5,0.5991983967935872,-152.0,8228
Bady and Kids,Kids Footwear ,Kids Footwear ,BERSACHE Lace Running Shoes For Boys  (Black),3.7,227.24,379.24,Vivaan,3.9,0.5991983967935872,-152.0,8229
Bady and Kids,Kids Footwear ,Kids Footwear ,"Tarun child care Booties  (Toe to Heel Length - 12 cm, Red)",4.0,136.04,379.24,Tarunchildcare,4.7,0.35871743486973945,-243.20000000000002,8230
Bady and Kids,Kids Footwear ,Kids Footwear ,asian Lace Running Shoes For Boys  (Blue),4.2,379.24,607.24,Asianshoe,4.4,0.6245306633291614,-228.0,8231
Bady and Kids,Kids Footwear ,Kids Footwear ,NEOBABY Velcro Sneakers For Boys & Girls  (White),4.0,341.24,759.24,NEOBABY,4.7,0.4494494494494495,-418.0,8232
Bady and Kids,Kids Footwear ,Kids Footwear ,Billion Slip on Walking Shoes For Boys & Girls  (Green),4.2,227.24,759.24,NEOBABY,4.7,0.2992992992992993,-532.0,8233
Bady and Kids,Kids Footwear ,Kids Footwear ,World Wear Footwear Lace Running Shoes For Boys  (Grey),3.8,227.24,379.24,Menonlineshoes,4.1,0.5991983967935872,-152.0,8234
Bady and Kids,Kids Footwear ,Kids Footwear ,BIRDE Slip on Sneakers For Boys  (Blue),4.2,379.24,759.24,Auvio,4.4,0.4994994994994995,-380.0,8235
Bady and Kids,Kids Footwear ,Kids Footwear ,"Tarun child care Booties  (Toe to Heel Length - 12 cm, Blue, White)",4.1,143.64000000000001,379.24,Tarunchildcare,4.7,0.37875751503006017,-235.6,8236
Bady and Kids,Kids Footwear ,Kids Footwear ,ACTION Velcro Walking Shoes For Boys & Girls  (Black),4.2,569.24,759.24,ActionEStore,3.8,0.7497497497497497,-190.0,8237
Bady and Kids,Kids Footwear ,Kids Footwear ,NEOBABY Lace Casual Boots For Boys & Girls  (Black),4.0,227.24,531.24,NEOBABY,4.7,0.42775393419170243,-304.0,8238
Bady and Kids,Kids Footwear ,Kids Footwear ,BERSACHE Lace Sneakers For Boys & Girls  (Brown),4.0,227.24,1519.24,BERSACHE,3.5,0.14957478739369684,-1292.0,8239
Bady and Kids,Kids Footwear ,Kids Footwear ,BERSACHE Lace Running Shoes For Boys  (Dark Blue),4.0,227.24,379.24,BERSACHE,3.5,0.5991983967935872,-152.0,8240
Bady and Kids,Kids Footwear ,Kids Footwear ,BERSACHE Lace Sneakers For Boys & Girls  (Blue),4.0,227.24,1519.24,Vivaan,3.9,0.14957478739369684,-1292.0,8241
Bady and Kids,Kids Footwear ,Kids Footwear ,BERSACHE Lace Running Shoes For Boys  (Grey),4.0,227.24,379.24,BERSACHE,3.5,0.5991983967935872,-152.0,8242
Bady and Kids,Kids Footwear ,Kids Footwear ,World Wear Footwear Lace Running Shoes For Boys  (Black),3.8,227.24,379.24,Menonlineshoes,4.1,0.5991983967935872,-152.0,8243
Bady and Kids,Kids Footwear ,Kids Footwear ,AJANTA Lace Derby Shoes For Boys  (Black),4.0,191.52,0.0,AjantaFootcare,4.4,inf,191.52,8244
Bady and Kids,Kids Footwear ,Kids Footwear ,LNG Lifestyle Velcro Dancing Shoes For Boys & Girls  (Light Blue),4.0,417.24,835.24,LNG Lifestyle,4.9,0.49954504094631486,-418.0,8245
Bady and Kids,Kids Footwear ,Kids Footwear ,FOSTY Boys Slip On Slipper Flip Flop  (Grey),3.9,227.24,759.24,TANIYA TRADING CO,4.1,0.2992992992992993,-532.0,8246
Bady and Kids,Kids Footwear ,Kids Footwear ,Billion Slip on Walking Shoes For Boys & Girls  (Pink),4.2,227.24,759.24,NEOBABY,4.7,0.2992992992992993,-532.0,8247
Bady and Kids,Kids Footwear ,Kids Footwear ,NEOBABY Lace Sneakers For Boys & Girls  (Black),4.0,227.24,531.24,NEOBABY,4.7,0.42775393419170243,-304.0,8248
Bady and Kids,Kids Footwear ,Kids Footwear ,BOOMER CUBS Boys & Girls Slip On Slipper Flip Flop  (Blue),4.0,142.12,303.24,ShyamaFootwear,4.2,0.46867167919799496,-161.12,8249
Bady and Kids,Kids Footwear ,Kids Footwear ,BUNNIES Lace Walking Shoes For Boys & Girls  (Red),4.0,318.44,379.24,Bunnies,4.9,0.8396793587174348,-60.80000000000001,8250
Bady and Kids,Kids Footwear ,Kids Footwear ,Billion Slip on Walking Shoes For Boys & Girls  (Purple),4.2,227.24,759.24,NEOBABY,4.7,0.2992992992992993,-532.0,8251
Bady and Kids,Kids Footwear ,Kids Footwear ,"Tarun child care Booties  (Toe to Heel Length - 12 cm, Pink)",4.0,139.08,379.24,Tarunchildcare,4.7,0.36673346693386777,-240.16,8252
Bady and Kids,Kids Footwear ,Kids Footwear ,AJANTA Lace Casual Shoes For Boys & Girls  (Black),4.1,215.84,227.24,AjantaFootcare,4.4,0.9498327759197324,-11.400000000000006,8253
Bady and Kids,Kids Footwear ,Kids Footwear ,CROCS Sling Back Clogs For Boys & Girls  (Grey),2.7,1113.4,1896.2,HSAtlastradeFashion,4.4,0.5871743486973948,-782.8,8254
Bady and Kids,Kids Footwear ,Kids Footwear ,Paragon Buckle Formal Boots For Boys & Girls  (Black),3.6,114.76,135.28,ParagonFootwear,4.7,0.8483146067415731,-20.519999999999996,8255
Bady and Kids,Kids Footwear ,Kids Footwear ,BIRDE Slip on Sneakers For Boys  (Grey),4.2,377.72,759.24,Auvio,4.4,0.49749749749749755,-381.52,8256
Bady and Kids,Kids Footwear ,Kids Footwear ,NEOBABY Lace Casual Boots For Boys & Girls  (Black),4.0,227.24,531.24,NEOBABY,4.7,0.42775393419170243,-304.0,8257
Bady and Kids,Kids Footwear ,Kids Footwear ,SMARTOTS Velcro Casual Boots For Boys & Girls  (Multicolor),4.2,227.24,379.24,SMARTOTS,4.6,0.5991983967935872,-152.0,8258
Bady and Kids,Kids Footwear ,Kids Footwear ,WALKAROO Slip on Clogs For Boys & Girls  (Blue),4.0,143.64000000000001,151.24,Walkaroo,4.6,0.949748743718593,-7.599999999999994,8259
Bady and Kids,Kids Footwear ,Kids Footwear ,LIBERTY Slip on Casual Shoes For Boys & Girls  (Black),4.7,265.24,531.24,LIBERTYSHOESLTD,4.7,0.49928469241773965,-266.0,8260
Bady and Kids,Kids Footwear ,Kids Footwear ,BUNNIES Lace Walking Shoes For Boys & Girls  (Pink),4.0,318.44,379.24,Bunnies,4.9,0.8396793587174348,-60.80000000000001,8261
Bady and Kids,Kids Footwear ,Kids Footwear ,BIRDE Lace Running Shoes For Boys  (Grey),4.0,303.24,505.40000000000003,Auvio,4.4,0.6,-202.16000000000003,8262
Bady and Kids,Kids Footwear ,Kids Footwear ,BUNNIES Lace Walking Shoes For Boys & Girls  (Blue),4.0,303.24,379.24,Bunnies,4.9,0.7995991983967936,-76.0,8263
Bady and Kids,Boys Footwear ,Sandals ,ASRON Sling Back Clogs For Boys  (Red),4.1,341.24,683.24,THESHOEROOM,4.0,0.4994438264738599,-342.0,8264
Bady and Kids,Boys Footwear ,Sandals ,Alzado Sling Back Clogs For Boys  (Blue),3.5,265.24,0.0,Alzado,3.5,inf,265.24,8265
Bady and Kids,Boys Footwear ,Sandals ,CROCS Sling Back Clogs For Boys & Girls  (Grey),2.7,1170.4,1896.2,HSAtlastradeFashion,4.4,0.6172344689378758,-725.8,8266
Bady and Kids,Boys Footwear ,Sandals ,PU-OZONE Velcro Sports Sandals For Boys  (Grey),3.9,227.24,759.24,TANIYA TRADING CO,4.1,0.2992992992992993,-532.0,8267
Bady and Kids,Boys Footwear ,Sandals ,Kzaara Velcro Sports Sandals For Boys  (Blue),3.9,227.24,759.24,KZAARA,4.4,0.2992992992992993,-532.0,8268
Bady and Kids,Boys Footwear ,Sandals ,SFR Sling Back Clogs For Boys  (Dark Blue),4.1,227.24,257.64,SFRPL,4.1,0.8820058997050149,-30.399999999999977,8269
Bady and Kids,Boys Footwear ,Sandals ,WALKAROO ONEDERS Velcro Strappy Sandals For Boys  (Brown),3.7,174.04,0.0,Walkaroo,4.6,inf,174.04,8270
Bady and Kids,Boys Footwear ,Sandals ,WALKAROO Sling Back Sports Sandals For Boys  (Grey),4.3,230.28,242.44,Walkaroo,4.6,0.9498432601880877,-12.159999999999997,8271
Bady and Kids,Boys Footwear ,Sandals ,PU-OZONE Velcro Sports Sandals For Boys  (Multicolor),3.9,227.24,759.24,TANIYA TRADING CO,4.1,0.2992992992992993,-532.0,8272
Bady and Kids,Boys Footwear ,Sandals ,BUNNIES Velcro Sports Sandals For Boys & Girls  (Beige),4.1,227.24,379.24,Bunnies,4.9,0.5991983967935872,-152.0,8273
Bady and Kids,Boys Footwear ,Sandals ,Billion Sling Back Clogs For Boys & Girls  (Yellow),3.8,167.2,303.24,SMARTOTS,4.6,0.5513784461152882,-136.04000000000002,8274
Bady and Kids,Boys Footwear ,Sandals ,NEOBABY Sling Back Clogs For Boys & Girls  (Pink),3.7,196.84,379.24,KIDS SHOES,4.7,0.5190380761523046,-182.4,8275
Bady and Kids,Boys Footwear ,Sandals ,Kzaara Velcro Sports Sandals For Boys  (Multicolor),3.9,204.44,759.24,KZAARA,4.4,0.26926926926926925,-554.8,8276
Bady and Kids,Boys Footwear ,Sandals ,PU-OZONE Velcro Flats For Boys  (Red),4.1,227.24,759.24,TANIYA TRADING CO,4.1,0.2992992992992993,-532.0,8277
Bady and Kids,Boys Footwear ,Sandals ,CAMPUS Velcro Sports Sandals For Boys  (Blue),4.3,333.64,417.24,RetailNet,4.8,0.7996357012750455,-83.60000000000002,8278
Bady and Kids,Boys Footwear ,Sandals ,Billion Sling Back Clogs For Boys & Girls  (Dark Blue),3.8,167.2,303.24,SMARTOTS,4.6,0.5513784461152882,-136.04000000000002,8279
Bady and Kids,Boys Footwear ,Sandals ,NEOBABY Buckle Flats For Boys & Girls  (Brown),3.9,227.24,759.24,KIDS SHOES,4.7,0.2992992992992993,-532.0,8280
Bady and Kids,Boys Footwear ,Sandals ,SFR Sling Back Clogs For Boys  (Dark Blue),4.1,227.24,257.64,SFRPL,4.1,0.8820058997050149,-30.399999999999977,8281
Bady and Kids,Boys Footwear ,Sandals ,CAMPUS Velcro Sports Sandals For Boys  (Black),4.3,312.36,417.24,Campusactivewear,4.7,0.7486338797814208,-104.88,8282
Bady and Kids,Boys Footwear ,Sandals ,WALKAROO Slip-on Mule(Slip ons) For Boys & Girls  (Black),3.9,164.92000000000002,174.04,Walkaroo,4.6,0.9475982532751093,-9.119999999999976,8283
Bady and Kids,Boys Footwear ,Sandals ,WALKAROO ONEDERS Velcro Sports Sandals For Boys  (Blue),4.4,219.64000000000001,0.0,Walkaroo,4.6,inf,219.64000000000001,8284
Bady and Kids,Boys Footwear ,Sandals ,WALKAROO Sling Back Strappy Sandals For Boys  (Blue),3.7,161.12,170.24,Walkaroo,4.6,0.9464285714285714,-9.120000000000005,8285
Bady and Kids,Boys Footwear ,Sandals ,NEOBABY Sling Back Clogs For Boys & Girls  (Green),3.7,196.84,379.24,KIDS SHOES,4.7,0.5190380761523046,-182.4,8286
Bady and Kids,Boys Footwear ,Sandals ,CROCS Sling Back Clogs For Boys & Girls  (Blue),3.9,931.0,1516.2,RetailNet,4.8,0.6140350877192983,-585.2,8287
Bady and Kids,Boys Footwear ,Sandals ,WALKAROO Slip-on Flats For Boys  (Blue),4.1,190.0,200.64000000000001,Walkaroo,4.6,0.9469696969696969,-10.640000000000015,8288
Bady and Kids,Boys Footwear ,Sandals ,AJANTA Velcro Sports Sandals For Boys & Girls  (Blue),4.1,166.44,0.0,AjantaFootcare,4.4,inf,166.44,8289
Bady and Kids,Boys Footwear ,Sandals ,Billion Sling Back Clogs For Boys & Girls  (Multicolor),3.6,227.24,759.24,NEOBABY,4.7,0.2992992992992993,-532.0,8290
Bady and Kids,Boys Footwear ,Sandals ,WALKAROO Sling Back Strappy Sandals For Boys  (Black),3.7,161.12,170.24,Walkaroo,4.6,0.9464285714285714,-9.120000000000005,8291
Bady and Kids,Boys Footwear ,Sandals ,DAYBRIO Velcro Strappy Sandals For Boys  (Red),4.1,318.44,0.0,KAIRALI FOOTCARE,4.4,inf,318.44,8292
Bady and Kids,Boys Footwear ,Sandals ,NEOBABY Velcro Flats For Boys & Girls  (Pink),3.8,219.64000000000001,379.24,Pre walking kids shoes ,4.7,0.5791583166332666,-159.6,8293
Bady and Kids,Boys Footwear ,Sandals ,CROCS Sling Back Clogs For Boys  (Blue),4.3,796.48,1364.2,RetailNet,4.8,0.5838440111420613,-567.72,8294
Bady and Kids,Boys Footwear ,Sandals ,Miss & Chief Sling Back Clogs For Boys  (Blue),3.9,203.68,873.24,HSAtlastradeFashion,4.4,0.23324630113141864,-669.56,8295
Bady and Kids,Boys Footwear ,Sandals ,CROCS Sling Back Clogs For Boys & Girls  (Blue),3.6,618.64,1136.2,RetailNet,4.8,0.5444816053511705,-517.5600000000001,8296
Bady and Kids,Boys Footwear ,Sandals ,WALKAROO Velcro Sports Sandals For Boys  (Black),3.8,222.68,234.84,Walkaroo,4.6,0.9482200647249192,-12.159999999999997,8297
Bady and Kids,Boys Footwear ,Sandals ,Paragon Velcro Sports Sandals For Boys & Girls  (Brown),3.4,190.76,212.04,ParagonFootwear,4.7,0.8996415770609318,-21.28,8298
Bady and Kids,Boys Footwear ,Sandals ,Sparx Velcro Sports Sandals For Boys  (Blue),4.2,683.24,0.0,FashionLeague,4.2,inf,683.24,8299
Bady and Kids,Boys Footwear ,Sandals ,CROCS Sling Back Clogs For Boys & Girls  (Orange),4.5,927.2,1516.2,RetailNet,4.8,0.6115288220551378,-589.0,8300
Bady and Kids,Boys Footwear ,Sandals ,NEOBABY Sling Back Clogs For Boys & Girls  (Blue),3.7,196.84,379.24,KIDS SHOES,4.7,0.5190380761523046,-182.4,8301
Bady and Kids,Boys Footwear ,Sandals ,CAMPUS Velcro Sports Sandals For Boys  (Black),4.3,312.36,417.24,Campusactivewear,4.7,0.7486338797814208,-104.88,8302
Bady and Kids,Boys Footwear ,Sandals ,LEVOT Velcro Strappy Sandals For Boys & Girls  (Brown),4.1,211.28,531.24,ROTATION,4.9,0.3977110157367668,-319.96000000000004,8303
Bady and Kids,Boys Footwear ,Sport Shoes ,BERSACHE Lace Running Shoes For Boys  (Blue),3.9,227.24,379.24,Vivaan,3.9,0.5991983967935872,-152.0,8304
Bady and Kids,Boys Footwear ,Sport Shoes ,BERSACHE Lace Running Shoes For Boys  (Grey),3.9,227.24,379.24,BERSACHE,3.5,0.5991983967935872,-152.0,8305
Bady and Kids,Boys Footwear ,Sport Shoes ,World Wear Footwear Lace Running Shoes For Boys  (Blue),3.8,227.24,379.24,Menonlineshoes,4.1,0.5991983967935872,-152.0,8306
Bady and Kids,Boys Footwear ,Sport Shoes ,BERSACHE Lace Running Shoes For Boys  (Blue),4.0,227.24,379.24,BERSACHE,3.5,0.5991983967935872,-152.0,8307
Bady and Kids,Boys Footwear ,Sport Shoes ,BERSACHE Lace Running Shoes For Boys  (Black),3.7,227.24,379.24,Vivaan,3.9,0.5991983967935872,-152.0,8308
Bady and Kids,Boys Footwear ,Sport Shoes ,asian Lace Running Shoes For Boys  (Blue),4.2,379.24,607.24,Asianshoe,4.4,0.6245306633291614,-228.0,8309
Bady and Kids,Boys Footwear ,Sport Shoes ,Billion Slip on Walking Shoes For Boys & Girls  (Green),4.2,227.24,759.24,NEOBABY,4.7,0.2992992992992993,-532.0,8310
Bady and Kids,Boys Footwear ,Sport Shoes ,World Wear Footwear Lace Running Shoes For Boys  (Grey),3.8,227.24,379.24,Menonlineshoes,4.1,0.5991983967935872,-152.0,8311
Bady and Kids,Boys Footwear ,Sport Shoes ,NEOBABY Lace Walking Shoes For Boys & Girls  (Green),4.0,341.24,759.24,NEOBABY,4.7,0.4494494494494495,-418.0,8312
Bady and Kids,Boys Footwear ,Sport Shoes ,BERSACHE Lace Running Shoes For Boys  (Dark Blue),4.0,227.24,379.24,BERSACHE,3.5,0.5991983967935872,-152.0,8313
Bady and Kids,Boys Footwear ,Sport Shoes ,World Wear Footwear Lace Running Shoes For Boys  (Black),3.8,227.24,379.24,Menonlineshoes,4.1,0.5991983967935872,-152.0,8314
Bady and Kids,Boys Footwear ,Sport Shoes ,BERSACHE Lace Running Shoes For Boys  (Grey),4.0,227.24,379.24,BERSACHE,3.5,0.5991983967935872,-152.0,8315
Bady and Kids,Boys Footwear ,Sport Shoes ,Billion Slip on Walking Shoes For Boys & Girls  (Pink),4.2,227.24,759.24,NEOBABY,4.7,0.2992992992992993,-532.0,8316
Bady and Kids,Boys Footwear ,Sport Shoes ,BUNNIES Lace Walking Shoes For Boys & Girls  (Red),4.0,318.44,379.24,Bunnies,4.9,0.8396793587174348,-60.80000000000001,8317
Bady and Kids,Boys Footwear ,Sport Shoes ,Billion Slip on Walking Shoes For Boys & Girls  (Purple),4.2,227.24,759.24,NEOBABY,4.7,0.2992992992992993,-532.0,8318
Bady and Kids,Boys Footwear ,Sport Shoes ,BUNNIES Lace Walking Shoes For Boys & Girls  (Pink),4.0,318.44,379.24,Bunnies,4.9,0.8396793587174348,-60.80000000000001,8319
Bady and Kids,Boys Footwear ,Sport Shoes ,BIRDE Lace Running Shoes For Boys  (Grey),4.0,303.24,505.40000000000003,Auvio,4.4,0.6,-202.16000000000003,8320
Bady and Kids,Boys Footwear ,Sport Shoes ,Camfoot Slip on Running Shoes For Boys  (Black),4.1,294.12,758.48,Internationalshoes,3.9,0.3877755511022044,-464.36,8321
Bady and Kids,Boys Footwear ,Sport Shoes ,CAMPUS Lace Running Shoes For Boys & Girls  (Grey),4.2,436.24,513.0,RetailNet,4.8,0.8503703703703704,-76.75999999999999,8322
Bady and Kids,Boys Footwear ,Sport Shoes ,World Wear Footwear Lace Running Shoes For Boys  (Blue),3.4,227.24,379.24,Menonlineshoes,4.1,0.5991983967935872,-152.0,8323
Bady and Kids,Boys Footwear ,Sport Shoes ,asian Lace Running Shoes For Boys  (Brown),4.2,379.24,607.24,Asianshoe,4.4,0.6245306633291614,-228.0,8324
Bady and Kids,Boys Footwear ,Sport Shoes ,NEOBABY Lace Walking Shoes For Boys & Girls  (Orange),4.0,341.24,759.24,NEOBABY,4.7,0.4494494494494495,-418.0,8325
