category_1,category_2,category_3,title,product_rating,selling_price(KSH.),mrp(KSH.),seller_name,seller_rating,price_ratio,price_difference,ID
"Sports, Books and More",Sports,Cricket ,ITWOSERVICES CRICKET NET 100X10 CRICKET NET NYLON HDPE Cricket Net  (Green),4.4,1227.4,3040.0,I2SERVICES,4.4,0.40375000000000005,-1812.6,1
"Sports, Books and More",Sports,Cricket ,ITWOSERVICES CRICKET NET GROUND BOUNDARY NET 10X10 FEET Cricket Net  (Green),4.4,115.52,456.0,I2SERVICES,4.4,0.2533333333333333,-340.48,2
"Sports, Books and More",Sports,Cricket ,VICTORY Medium Weight ( Pack of 1 ) Rubber Cricket Tennis Ball Cricket Rubber Ball  (Pack of 1),3.7,44.84,151.24,VictoryOutlets,4.7,0.2964824120603015,-106.4,3
"Sports, Books and More",Sports,Cricket ,VICTORY Cricket Wind Ball (Pack of 1) - Made in India Smooth Cricket Cricket Synthetic Ball  (Pack of 1),3.8,57.0,227.24,VictoryOutlets,4.7,0.2508361204013378,-170.24,4
"Sports, Books and More",Sports,Cricket ,CEAT Hitman Full Size Double Blade Poplar Cricket Bat - Advance Play Poplar Willow Cricket  Bat  (1.2 kg),3.4,250.04,1063.24,IndiaFit,4.7,0.23516797712651893,-813.2,5
"Sports, Books and More",Sports,Cricket ,VICTORY Cricket Wind Ball (Pack of 1) - Made in India Smooth Cricket Cricket Synthetic Ball  (Pack of 1),3.8,57.0,227.24,VictoryOutlets,4.7,0.2508361204013378,-170.24,6
"Sports, Books and More",Sports,Cricket ,Ceat six hitman Bat with COVER Poplar Willow Cricket  Bat  (900-1000 g),3.5,250.04,1744.2,IndiaFit,4.7,0.14335511982570806,-1494.16,7
"Sports, Books and More",Sports,Cricket ,VECTOR X Cricket Bat Grip Handle Chevron Extra Tacky Cricket Grip Ultra Tacky  (Pack of 6),4.1,280.44,300.96,SOCCERINTERNATIONAL,4.1,0.9318181818181819,-20.519999999999982,8
"Sports, Books and More",Sports,Cricket ,LYCAN Full Size Pvc/ Hard Plastic Cricket Bat For age 15+ PVC/Plastic Cricket  Bat  (800 g),4.0,189.24,835.24,sellguru,4.8,0.22656960873521384,-646.0,9
"Sports, Books and More",Sports,Cricket ,LYCAN Junior Cricket Bat Size 3 For Age Group 8 Years PVC/Plastic Cricket  Bat  (400 g),3.9,189.24,0.0,sellguru,4.8,inf,189.24,10
"Sports, Books and More",Sports,Cricket ,Star X Thrill Fox Heavy Duty First Grade HD Plastic Cricket Bat PVC/Plastic Cricket  Bat  (1 kg),4.0,265.24,569.24,STARX,4.5,0.46595460614152207,-304.0,11
"Sports, Books and More",Sports,Cricket ,"Wetics Regular Wicket Keeping Gloves Combo With Inner Gloves (Black,Men) Wicket Keeping Gloves  (Black)",4.3,447.64,1519.24,Wetics,4.8,0.2946473236618309,-1071.6,12
"Sports, Books and More",Sports,Cricket ,Ceat six hitman Very Strong PVC Black Beauty Full Size PVC/Plastic Cricket  Bat  (800 g),3.9,294.12,911.24,IndiaFit,4.7,0.32276897414512096,-617.12,13
"Sports, Books and More",Sports,Cricket ,CEAT Smart Junior Poplar Willow Cricket  Bat  (.400 kg),3.7,227.24,455.24,IndiaFit,4.7,0.4991652754590985,-228.0,14
"Sports, Books and More",Sports,Cricket ,LYCAN full size long handle PVC/Plastic Cricket  Bat  (800 g),3.9,303.24,949.24,sellguru,4.8,0.31945556445156126,-646.0,15
"Sports, Books and More",Sports,Cricket ,VECTOR X Cricket Bat Grip Scale Tacky Cricket Grip Tacky Touch Tacky Touch  (Pack of 6),4.1,333.64,378.48,SOCCERINTERNATIONAL,4.1,0.8815261044176707,-44.84000000000003,16
"Sports, Books and More",Sports,Cricket ,MRF SPECIAL GENIUS FOR JUNIOR KIDS Poplar Willow Cricket  Bat  (.400 kg),3.8,220.4,455.24,IndiaFit,4.7,0.48414023372287146,-234.84,17
"Sports, Books and More",Sports,Cricket ,LYCAN beast pvc cricket bat # size 5 for age group 10-12 year PVC/Plastic Cricket  Bat  (400 g),4.0,189.24,0.0,sellguru,4.8,inf,189.24,18
"Sports, Books and More",Sports,Cricket ,"Aurion Plastic bat , Cricket bat ,Plastic bat full size , PVC/Plastic Cricket Bat PVC/Plastic Cricket  Bat  (800-900 g)",4.0,272.84,341.24,ThynkcueBrands,4.1,0.7995545657015589,-68.40000000000003,19
"Sports, Books and More",Sports,Cricket ,"Wetics Spider Wicket Keeping Gloves Combo With Inner Gloves (Blue,Men) Wicket Keeping Gloves  (Blue)",4.8,464.36,1899.24,Wetics,4.8,0.24449779911964786,-1434.88,20
"Sports, Books and More",Sports,Cricket ,AVG MRF Genius GRAND EDITION VRAT KOHLI ENDORSED POPULER WILLOW BAT Cricket Bat(six) Poplar Willow Cricket  Bat  (.700 kg),3.6,280.44,1291.24,SportsIndiaLTD,4.7,0.21718658034137728,-1010.8,21
"Sports, Books and More",Sports,Cricket ,LYCAN size 1 for age group 4 year PVC/Plastic Cricket  Bat  (500 g),3.8,151.24,759.24,sellguru,4.8,0.1991991991991992,-608.0,22
"Sports, Books and More",Sports,Cricket ,ironspots KOOKABURRA Kahuna Full Size ( Poplar Willow) Cricket Bat Poplar Willow Cricket  Bat  (1 kg),3.5,318.44,756.96,SportsIndiaLTD,4.7,0.42068273092369474,-438.52000000000004,23
"Sports, Books and More",Sports,Cricket ,VECTOR X Cricket Bat Grip Handle Multi Color Patches Extra Tacky Cricket Grip Ultra Tacky  (Pack of 6),4.1,371.64,437.76,SOCCERINTERNATIONAL,4.1,0.8489583333333334,-66.12,24
"Sports, Books and More",Sports,Cricket ,SPARTAN MOBI SPARTAN MSD WHITE POPLAR WILLOW CRICKET BAT (.900kg ) Poplar Willow Cricket  Bat  (.900 kg),3.4,318.44,683.24,SportsIndiaLTD,4.7,0.4660734149054505,-364.8,25
"Sports, Books and More",Sports,Cricket ,VSM New Full Balance Size Double Blade Scoop Bat Poplar Willow Cricket  Bat  (900 g),3.3,341.24,1215.24,IndiaFit,4.7,0.28080050031269543,-874.0,26
"Sports, Books and More",Sports,Cricket ,LYCAN Junior yellow Cricket Bat Size 3 For Age Group 8 Years PVC/Plastic Cricket  Bat  (300 g),4.0,197.6,0.0,sellguru,4.8,inf,197.6,27
"Sports, Books and More",Sports,Cricket ,VECTOR X Cricket Bat Grip Handle Camoflague Extra Tacky for Better Grip Ultra Tacky  (Pack of 6),4.1,455.24,538.08,SOCCERINTERNATIONAL,4.1,0.846045197740113,-82.84000000000003,28
"Sports, Books and More",Sports,Cricket ,"COSCO Light Weight Cricket Tennis Ball  (Pack of 6, Yellow)",4.1,318.44,387.6,SRASRAretail,4.3,0.8215686274509804,-69.16000000000003,29
"Sports, Books and More",Sports,Cricket ,"VICKY Pro heavy cricket tennis ball Cricket Tennis Ball  (Pack of 6, Red)",4.0,363.28000000000003,364.8,BTPLD,4.4,0.9958333333333333,-1.5199999999999818,30
"Sports, Books and More",Sports,Cricket ,VICTORY Heavy Plastic Cricket Stumps Set  (Blue),4.3,227.24,379.24,VictoryOutlets,4.7,0.5991983967935872,-152.0,31
"Sports, Books and More",Sports,Cricket ,VECTOR X Cricket Bat Grip Handle Diamond Extra Tacky Cricket Grip Ultra Tacky  (Pack of 6),4.1,257.64,269.04,SOCCERINTERNATIONAL,4.1,0.9576271186440677,-11.400000000000034,32
"Sports, Books and More",Sports,Cricket ,MRF Genius Virat Kohli bat|Size-5| For 9-12 Years Boys/Girls|Tennis Ball With Cover|Under 500 Poplar Willow Cricket  Bat  (950-1100 g),3.7,242.44,374.68,SPORTS EQUIMENT,4.7,0.6470588235294118,-132.24,33
"Sports, Books and More",Sports,Cricket ,HRSGS Latest edition poplar willow cricket bat Poplar Willow Cricket  Bat  (1000 kg),3.8,295.64,759.24,LINOX,4.5,0.3893893893893894,-463.6,34
"Sports, Books and More",Sports,Cricket ,VEDANSHI Padded Cricket Abdominal Guard Mens Abdominal Guard  (White),3.8,120.84,379.24, SHOP ON,4.7,0.3186372745490982,-258.4,35
"Sports, Books and More",Sports,Cricket ,"Wetics Arrow Batting Gloves Combo With Inner Gloves (Blue, Men) Batting Gloves  (Blue, White)",4.8,416.48,1215.24,Wetics,4.8,0.342714196372733,-798.76,36
"Sports, Books and More",Sports,Cricket ,"Star X Plastic bat full size ,Plastic bat for tennis ball PVC/Plastic Cricket Bat PVC/Plastic Cricket  Bat  (700 g)",4.0,265.24,531.24,STARX,4.5,0.49928469241773965,-266.0,37
"Sports, Books and More",Sports,Cricket ,TYF CRICKET BAT POPLAR WILLOW FULL SIZE CRICKET BAT Poplar Willow Cricket Bat Poplar Willow Cricket  Bat  ((900-1000 g) g),3.4,395.2,1443.24,Trend Is Your Friend,4.3,0.2738283307003686,-1048.04,38
"Sports, Books and More",Sports,Cricket ,CEAT For Junior Next Generation Poplar Willow Cricket  Bat  (2 kg),3.8,227.24,455.24,IndiaFit,4.7,0.4991652754590985,-228.0,39
"Sports, Books and More",Sports,Cricket ,Wetics Champ Wicket Keeping Gloves Combo With Inner Gloves (Color May Vary) Wicket Keeping Gloves  (Multicolor),4.0,300.2,987.24,Wetics,4.8,0.3040800615858352,-687.04,40
"Sports, Books and More",Sports,Badminton ,VICTOO SPORTS VICTOO PROFESIONAL BADMINTON Badminton Kit,3.8,254.6,456.0,Null,0,0.5583333333333333,-201.4,41
"Sports, Books and More",Sports,Badminton ,"YONEX MAVIS 350 Nylon Shuttle  - Yellow  (Slow, 75, Pack of 6)",4.3,782.04,961.4,BTPLD,4.4,0.8134387351778656,-179.36,42
"Sports, Books and More",Sports,Badminton ,"Yonex Nanoray Light 18i Black Strung Badminton Racquet  (Weight: 77 g, Tension: 30 lbs)  (Pack of: 1, 77 g)",4.3,1291.24,2120.4,BTPLD,4.4,0.6089605734767025,-829.1600000000001,43
"Sports, Books and More",Sports,Badminton ,"YONEX Mavis 200i Green Cap Nylon Shuttle  - Yellow  (Slow, 75, Pack of 6)",4.3,303.24,361.0,ARNERALINKSecom,4.7,0.8400000000000001,-57.75999999999999,44
"Sports, Books and More",Sports,Badminton ,"LI-NING XP-60-IV ( strung ) - Pack of 2 With 1 full cover Black, Pink Strung Badminton Racquet  (Pack of: 2, 93 g)",4.1,569.24,1504.8,RIDNISHretail,4.7,0.3782828282828283,-935.56,45
"Sports, Books and More",Sports,Badminton ,"YONEX GR 303 F Multicolor Strung Badminton Racquet  (Pack of: 1, 95 g)",4.0,379.24,570.0,RetailNet,4.8,0.6653333333333333,-190.76,46
"Sports, Books and More",Sports,Badminton ,"Nongi Badminton Feather Shuttlecock For Indoor and Outdoor Badminton Shuttle Sports Feather Shuttle  - White  (Medium, 77, Pack of 3)",3.9,67.64,380.0,PadmawatiSports,4.9,0.178,-312.36,47
"Sports, Books and More",Sports,Badminton ,"Adrenex by Flipkart R501 Full Graphite Badminton Racquet Black, Orange Strung  (Pack of: 1, 90 g)",4.1,721.24,1045.0,BTPLD,4.4,0.6901818181818182,-323.76,48
"Sports, Books and More",Sports,Badminton ,"LI-NING XP-80-IV Grey, Blue Strung Badminton Racquet  (Pack of: 2, 86 g)",4.0,569.24,1504.8,RIDNISHretail,4.7,0.3782828282828283,-935.56,49
"Sports, Books and More",Sports,Badminton ,Monika Sports 2 pc Single Shaft Racquet With 3 Feather shuttle & 1 Racquet Cover Badminton Kit,3.9,227.24,683.24,MONIKASPORTSINDUSTRIES,4.7,0.3325917686318131,-456.0,50
"Sports, Books and More",Sports,Badminton ,"YONEX ZR 100 LIGHT Black Strung Badminton Racquet  (Pack of: 1, 400 g)",4.0,379.24,570.0,BTPLD,4.4,0.6653333333333333,-190.76,51
"Sports, Books and More",Sports,Badminton ,"YONEX MAVIS 500 SUPER Nylon Shuttle  - Yellow  (Slow, 75, Pack of 6)",4.2,683.24,961.4,BTPLD,4.4,0.7106719367588933,-278.15999999999997,52
"Sports, Books and More",Sports,Badminton ,"Nongi A1 Plastic Shuttle  - Yellow  (Medium, 77, Pack of 5)",3.7,75.24,190.0,PadmawatiSports,4.9,0.39599999999999996,-114.76,53
"Sports, Books and More",Sports,Badminton ,"Hipkoo Sports Fine Badminton Combo Set with 2 Rackets, 3 Feather Shuttles And Net Badminton Kit",3.9,379.24,980.4,BTPLD,4.4,0.38682170542635663,-601.16,54
"Sports, Books and More",Sports,Badminton ,"Nongi Plus Plastic Shuttle  - White  (Medium, 77, Pack of 10)",3.7,102.6,228.0,PadmawatiSports,4.9,0.44999999999999996,-125.4,55
"Sports, Books and More",Sports,Badminton ,"LI-NING XP-90-IV Black, White, Silver Strung Badminton Racquet  (Pack of: 1, 86 g)",4.0,333.64,752.4,RIDNISHretail,4.7,0.4434343434343434,-418.76,56
"Sports, Books and More",Sports,Badminton ,"Nongi Designer D1 Feather Shuttle cork for Indoor, Outdoor Badminton Sports Feather Shuttle  - Multicolor  (Medium, 77, Pack of 10)",3.9,163.4,304.0,PadmawatiSports,4.9,0.5375,-140.6,57
"Sports, Books and More",Sports,Badminton ,"LI-NING Smash XP 70 IV Badminton Racket (Set of 1 + 1 Full Cover) (Strung, Black/Gold) Yellow Strung Badminton Racquet  (Pack of: 2, 95 g)",3.9,379.24,752.4,RIDNISHretail,4.7,0.5040404040404041,-373.15999999999997,58
"Sports, Books and More",Sports,Badminton ,"LI-NING XP-80-IV Grey, Blue Strung Badminton Racquet  (Pack of: 1, 86 g)",4.0,303.24,752.4,BTPLD,4.4,0.40303030303030307,-449.15999999999997,59
"Sports, Books and More",Sports,Badminton ,"Nongi Badminton Feather Shuttlecock For Outdoor And Indoor Badminton Sports Feather Shuttle  - White  (Medium, 77, Pack of 2)",4.0,52.44,304.0,PadmawatiSports,4.9,0.1725,-251.56,60
"Sports, Books and More",Sports,Badminton ,"YONEX GR 303 F Blue Strung Badminton Racquet  (Pack of: 1, 95 g)",4.0,386.84000000000003,570.0,Truenet Commerce,4.8,0.6786666666666668,-183.15999999999997,61
"Sports, Books and More",Sports,Badminton ,"LI-NING G-Force 3600 Superlite Blue, Yellow Strung Badminton Racquet  (Pack of: 1, 78 g)",4.2,1443.24,3488.4,RIDNISHretail,4.7,0.4137254901960784,-2045.16,62
"Sports, Books and More",Sports,Badminton ,"Adrenex by Flipkart R201 Combo with cover Multicolor Strung Badminton Racquet  (Pack of: 2, 196 g)",3.8,394.44,569.24,BTPLD,4.4,0.6929238985313751,-174.8,63
"Sports, Books and More",Sports,Badminton ,"YONEX Mavis 2000 Nylon Shuttle  - Yellow  (Slow, 75, Pack of 6)",4.2,645.24,961.4,BTPLD,4.4,0.6711462450592885,-316.15999999999997,64
"Sports, Books and More",Sports,Badminton ,Star X Kiddo Badminton Racket Kit for Kids with 2 Corks and Cover (Badminton for Kids) Badminton Kit,4.0,242.44,506.16,STARX,4.5,0.47897897897897895,-263.72,65
"Sports, Books and More",Sports,Badminton ,"Adrenex by Flipkart R501 Full Graphite Badminton Racquet Black, Blue Strung  (Pack of: 1, 90 g)",4.1,721.24,1045.0,BTPLD,4.4,0.6901818181818182,-323.76,66
"Sports, Books and More",Sports,Badminton ,"LI-NING Smash XP 60 IV Badminton Racket (Set of 2 + 2 Full Covers) (Strung, Black / Pink) Red Strung Badminton Racquet  (Pack of: 4, 95 g)",4.0,751.64,752.4,RetailNet,4.8,0.998989898989899,-0.7599999999999909,67
"Sports, Books and More",Sports,Badminton ,"LI-NING XP-70-IV Black, Blue, Gold Strung Badminton Racquet  (Pack of: 1, 86 g)",4.0,333.64,752.4,BTPLD,4.4,0.4434343434343434,-418.76,68
"Sports, Books and More",Sports,Badminton ,VICKY Smash Bird Racquet Combo Badminton Kit,4.0,432.44,668.8,RIDNISHretail,4.7,0.6465909090909091,-236.35999999999996,69
"Sports, Books and More",Sports,Badminton ,"SPO Zone IRON 739 Badminton RACQUET Set of 2 PC with 6 shuttle combo Multicolor Unstrung Badminton Racquet  (Pack of: 4, 280 g)",4.0,272.84,607.24,SPO Zone ,4.4,0.44931163954943676,-334.40000000000003,70
"Sports, Books and More",Sports,Badminton ,"YONEX Tech-501B Badminton Grip Smooth Tacky  (Multicolor, Pack of 5)",4.2,246.24,304.0,AllSport,4.8,0.81,-57.75999999999999,71
"Sports, Books and More",Sports,Badminton ,"Yonex Voltric Lite 25i Badminton Racquet (G4, 77 Grams, 30 lbs Tension)  (Pack of: 1, 77 g)",4.3,1534.44,2120.4,BTPLD,4.4,0.7236559139784946,-585.96,72
"Sports, Books and More",Sports,Badminton ,"Nongi 500 XL Feather Shuttle  - White  (Medium Slow, 76, Pack of 10)",3.9,155.8,304.0,PadmawatiSports,4.9,0.5125000000000001,-148.2,73
"Sports, Books and More",Sports,Badminton ,"HRX Carbon Edge 1000 Red, Black Strung Badminton Racquet  (Pack of: 1, 82 g)",4.0,607.24,1443.24,beatXP,4.7,0.4207477619799895,-836.0,74
"Sports, Books and More",Sports,Badminton ,"LI-NING XP-60-IV Red, Black, White Strung Badminton Racquet  (Pack of: 1, 86 g)",4.0,333.64,752.4,RetailNet,4.8,0.4434343434343434,-418.76,75
"Sports, Books and More",Sports,Badminton ,"LI-NING XP-70-IV Black, Gold Strung Badminton Racquet  (Pack of: 2, 86 g)",4.1,531.24,1504.8,BTPLD,4.4,0.353030303030303,-973.56,76
"Sports, Books and More",Sports,Badminton ,"LI-NING G-Force 3800 Superlite Blue, Brown Strung Badminton Racquet  (Pack of: 1, 79 g)",4.2,1443.24,3412.4,RIDNISHretail,4.7,0.4229398663697105,-1969.16,77
"Sports, Books and More",Sports,Badminton ,"Nongi 350 Plastic Badminton Shuttle Pack Of 5 For Indoor Outdoor Badminton Sports Plastic Shuttle  - Yellow  (Medium, 77, Pack of 5)",3.8,82.84,190.0,PadmawatiSports,4.9,0.436,-107.16,78
"Sports, Books and More",Sports,Badminton ,"LI-NING Attack Nylon Shuttle  - Yellow  (Medium, 77, Pack of 6)",4.0,227.24,676.4,RIDNISHretail,4.7,0.3359550561797753,-449.15999999999997,79
"Sports, Books and More",Sports,Badminton ,"LI-NING G-Force 3600 Superlite Grey, Gold Strung Badminton Racquet  (Pack of: 1, 78 g)",4.2,1435.64,3488.4,RIDNISHretail,4.7,0.41154684095860566,-2052.76,80
"Sports, Books and More",Sports,Cycling ,"Urban Terrain UT1000 MTB 27.5 T Mountain Cycle  (21 Gear, Black)",4.2,9879.24,37992.4,CultX,4.5,0.2600320064012802,-28113.160000000003,81
"Sports, Books and More",Sports,Cycling ,"Urban Terrain Berlin with Complete Accessories & Mobile Tracking App 26 T Hybrid Cycle/City Bike  (Single Speed, Black, Blue)",4.2,5775.24,9120.0,CultX,4.5,0.63325,-3344.76,82
"Sports, Books and More",Sports,Cycling ,AutoKraftZ Most Popular Sun UV Protection Arm Sleeves for Men Women Cycling Gloves  (Black),3.9,58.52,455.24,Otter,4.6,0.1285475792988314,-396.72,83
"Sports, Books and More",Sports,Cycling ,LA OTTER Gloves for gym and cycling Cycling Gloves  (Black),3.9,56.24,189.24,Otter,4.6,0.2971887550200803,-133.0,84
"Sports, Books and More",Sports,Cycling ,"Chromoto Action Multipurpose Ball/Bicycle/Balloon Air Pump Bicycle, Motorcycle, Ball, Balloon, Float, Inflatable Furniture, Car Pump  (Multicolor)",3.9,218.12,988.0,ARNERALINKSecom,4.7,0.22076923076923077,-769.88,85
"Sports, Books and More",Sports,Cycling ,"Royal waves AIRFORCE-1 Car, Bicycle, Motorcycle Pump  (Multicolor)",3.9,267.52,988.0,ARNERALINKSecom,4.7,0.27076923076923076,-720.48,86
"Sports, Books and More",Sports,Cycling ,Afpin USB Rechargeable Bike Horn And Light 140 DB with Super Bright Light 3 Mode Bell LED Front Light  (Black),4.2,224.2,1063.24,OmniTail,4.9,0.21086490350250178,-839.04,87
"Sports, Books and More",Sports,Cycling ,"CRADIAC CITY BIKE 26 21 SPEED 26 T Hybrid Cycle/City Bike  (21 Gear, Black)",4.0,6486.6,34959.24,BICYCLESTORE,5.0,0.18554751190243268,-28472.64,88
"Sports, Books and More",Sports,Cycling ,"Manogyam Bicycle LED Headlight and Horn 2 in 1 Rechargeable Waterproof Device 140DB Sound LED Front Light  (Black, Green)",3.9,227.24,531.24,Manogyam,4.8,0.42775393419170243,-304.0,89
"Sports, Books and More",Sports,Cycling ,Manogyam Security Guard Against Theft Smart E-bike Steel Wire Cable Lock Cycle Accessorie Cycle Lock,4.2,151.24,455.24,Manogyam,4.8,0.332220367278798,-304.0,90
"Sports, Books and More",Sports,Cycling ,"Strauss Air Pump, Double Action Bicycle, Ball Pump  (Black)",3.7,193.04,607.24,KhelKood,4.8,0.3178973717146433,-414.20000000000005,91
"Sports, Books and More",Sports,Cycling ,"CRADIAC GLOBETROTTER 21 SPEED 26 T Hybrid Cycle/City Bike  (21 Gear, Black)",4.1,6486.6,34959.24,BICYCLESTORE,5.0,0.18554751190243268,-28472.64,92
"Sports, Books and More",Sports,Cycling ,SHIVEXIM Bicycle Saddle Seat & Cycling Cushion Pad Bicycle Seat Cover Free Size  (Black),3.8,151.24,338.2,ShivanchalExim,4.7,0.4471910112359551,-186.95999999999998,93
"Sports, Books and More",Sports,Cycling ,"vesco Kiddo 14"" Cycle for Kids Bicycles age 3 to 5 Year Boys & Girls 14 T BMX Cycle  (Single Speed, Blue)",4.2,2504.2,2736.0,VescoCycles,4.7,0.9152777777777777,-231.80000000000018,94
"Sports, Books and More",Sports,Cycling ,"MODERN Arrow 26T Cycle 26 T Mountain/Hardtail Cycle  (Single Speed, Orange)",4.1,4255.24,7751.24,RKSONS1,4.7,0.5489753897440925,-3496.0,95
"Sports, Books and More",Sports,Cycling ,"CRADIAC CITY BIKE 26 7 SPD BLACK 26 T Hybrid Cycle/City Bike  (7 Gear, Black)",4.3,6018.4400000000005,26599.24,BICYCLESTORE,5.0,0.22626360753164376,-20580.800000000003,96
"Sports, Books and More",Sports,Cycling ,"HERO Skyper 26T 26 T Mountain/Hardtail Cycle  (Single Speed, Black)",4.1,4179.24,5319.24,SRASRAretail,4.3,0.7856836690955851,-1140.0,97
"Sports, Books and More",Sports,Cycling ,"GADGET DEALS Bicycle USB Rechargeable Waterproof Cycle Light, High 300 Lumens Bright Headlight LED Front Light  (Black)",4.0,189.24,759.24,TheGadgetDeals,4.8,0.24924924924924927,-570.0,98
"Sports, Books and More",Sports,Cycling ,"SHRI BICYCLES 13 in 1 Multifunctional Bicycle Repair Toolkit Complete Tool Set for Bike (Steel) Cycling Stand  (Steel, Black)",3.9,151.24,379.24,OmniTail,4.9,0.39879759519038077,-228.0,99
"Sports, Books and More",Sports,Cycling ,"TUFFPAULIN Bike (STD) and Bicycle (Universal) Covers Combo, Blue. Bicycle Cover Free Size  (Blue)",4.9,430.16,1062.48,Keep It Fresh LLP,4.9,0.40486409155937053,-632.3199999999999,100
"Sports, Books and More",Sports,Cycling ,Techista Cycle Valve Light (1 Pair) Wheel Valve Cap Cycle Tyre Light LED Wheel Reflectors  (Multicolor),3.8,151.24,531.24,TheGadgetDeals,4.8,0.28469241773962806,-380.0,101
"Sports, Books and More",Sports,Cycling ,"Urban Terrain Tokyo with Complete Accessories & Mobile Tracking App 27.5 T Hybrid Cycle/City Bike  (Single Speed, Black, Red)",4.1,4331.24,10640.0,OmniTechRetail,4.4,0.40707142857142853,-6308.76,102
"Sports, Books and More",Sports,Cycling ,"HRX XTRM MTB 900 Foldable 27.5 T Mountain Cycle  (21 Gear, Multicolor)",4.1,12159.24,34959.24,BTPLD,4.4,0.3478119089545425,-22800.0,103
"Sports, Books and More",Sports,Cycling ,"CRADIAC GLOBETROTTER 7 SPEED 26 T Hybrid Cycle/City Bike  (7 Gear, Black)",4.0,6419.72,26599.24,BICYCLESTORE,5.0,0.24134975285008142,-20179.52,104
"Sports, Books and More",Sports,Cycling ,Afpin Durable Quality Ultra-Loud Cycle Horn Trending Cycle Bell  (Black),4.1,143.64000000000001,379.24,OmniTail,4.9,0.37875751503006017,-235.6,105
"Sports, Books and More",Sports,Cycling ,SHIVEXIM USB Rechargeable Bike Horn And Light 140 DB with Super Bright 250 Lumen Light 3 Modes Bell LED Spot Light  (Black),4.2,281.2,586.72,ShivanchalExim,4.7,0.4792746113989637,-305.52000000000004,106
"Sports, Books and More",Sports,Cycling ,"Khargadham Bicycle LED Headlight and Horn 2 in 1 Rechargeable Waterproof Device 140DB Sound LED Front Light  (Black, Blue)",4.0,294.12,531.24,TrendbuyIndia,4.8,0.5536480686695279,-237.12,107
"Sports, Books and More",Sports,Cycling ,"CRADIAC CHARLIE 27.5 T Mountain/Hardtail Cycle  (21 Gear, Red, Black)",4.8,12478.44,41039.24,BICYCLESTORE,5.0,0.3040611863182652,-28560.799999999996,108
"Sports, Books and More",Sports,Cycling ,"LEADER TORFIN 26T MTB Bicycle without Gear Single Speed with FS DD Brake 26 T Mountain Cycle  (Single Speed, Black, Green)",4.2,4939.24,9516.72,Leader Cycles,5.0,0.5190065484746845,-4577.48,109
"Sports, Books and More",Sports,Cycling ,Dark Horse BL317 Cycle Lock,4.2,227.24,759.24,TheGadgetDeals,4.8,0.2992992992992993,-532.0,110
"Sports, Books and More",Sports,Cycling ,"Manogyam USB Cycling Bike Light Tail Rear Light front-Back light Portable Rechargeable LED Front Rear Light Combo  (Red, White)",4.1,191.52,607.24,Manogyam,4.8,0.31539424280350437,-415.72,111
"Sports, Books and More",Sports,Cycling ,khumbu Cycling bag Bicycle Phone Holder,3.5,341.24,684.0,Khumbu,3.5,0.4988888888888889,-342.76,112
"Sports, Books and More",Sports,Cycling ,"Manogyam Multifunction Portable Floor Pump Bike, Bicycle Air Pump Ball Pump  (Black)",4.8,189.24,455.24,Manogyam,4.8,0.41569282136894825,-266.0,113
"Sports, Books and More",Sports,Cycling ,ADONYX Bicycle Saddle Seat & Cycling Cushion Pad Bicycle Seat Bicycle Cover Free Size  (Black),4.5,144.4,607.24,ADONYX,4.8,0.23779724655819776,-462.84000000000003,114
"Sports, Books and More",Sports,Cycling ,"GADGET DEALS Bicycle USB Rechargeable Police Type Tail Light (3 Colors Red, White, Blue) 6 Mode LED Rear Break Light  (Multicolor)",4.2,288.04,759.24,TheGadgetDeals,4.8,0.3793793793793794,-471.2,115
"Sports, Books and More",Sports,Cycling ,"CRADIAC GUNNER TEAL BLUE RIGID 700C T Hybrid Cycle/City Bike  (21 Gear, Blue)",4.2,11101.32,45599.24,BICYCLESTORE,5.0,0.24345405756762614,-34497.92,116
"Sports, Books and More",Sports,Cycling ,"SHIVEXIM Bicycle Side Kick Adjustable Alloy Stand Cycling Stand  (Aluminium, Black)",4.0,220.4,607.24,ShivanchalExim,4.7,0.36295369211514394,-386.84000000000003,117
"Sports, Books and More",Sports,Cycling ,GADGET DEALS 2-in-1 Rechargeable Bicycle/Bike Horn Light (3 modes) and horn LED Front Light  (Multicolor),4.2,281.96,759.24,TheGadgetDeals,4.8,0.37137137137137133,-477.28000000000003,118
"Sports, Books and More",Sports,Cycling ,"HRX XTRM MTB 900 27.5 T Mountain Cycle  (21 Gear, Orange, Black)",4.1,9111.64,32679.24,BTPLD,4.4,0.2788204376845973,-23567.600000000002,119
"Sports, Books and More",Sports,Cycling ,"CRADIAC DISCOVER PRO 7 SPD BLUE 700C T Hybrid Cycle/City Bike  (7 Gear, Black)",4.4,8693.64,35719.24,BICYCLESTORE,5.0,0.24338815719483392,-27025.6,120
"Sports, Books and More",Sports,Football ,RAR SPORTS Hand Stiched Football Size 5 with Pump (Red & Yellow) Football - Size: 5  (Pack of 2),4.9,569.24,683.24,FITFLEX,4.9,0.8331479421579533,-114.0,121
"Sports, Books and More",Sports,Football ,"NIVIA Storm Football - Size: 5  (Pack of 1, Multicolor)",4.0,303.24,551.76,ARNERALINKSecom,4.7,0.5495867768595042,-248.51999999999998,122
